period,index
2018.10.29,3.2661
2018.10.30,3.1166
2018.10.31,3.0164
2018.11.1,3.141
2018.11.2,2.7762
2018.11.3,2.4006
2018.11.4,2.7143
2018.11.5,3.2114
2018.11.6,3.2868
2018.11.7,3.1573
2018.11.8,3.2493
2018.11.9,2.8715
2018.11.10,2.4209
2018.11.11,2.7875
2018.11.12,3.2177
2018.11.13,3.42
2018.11.14,3.1821
2018.11.15,3.0457
2018.11.16,2.95
2018.11.17,2.4091
2018.11.18,2.713
2018.11.19,3.2277
2018.11.20,3.1121
2018.11.21,3.1324
2018.11.22,3.0277
2018.11.23,2.9076
2018.11.24,2.3879
2018.11.25,2.634
2018.11.26,3.2403
2018.11.27,3.3103
2018.11.28,3.2218
2018.11.29,3.0665
2018.11.30,2.8141
2018.12.1,2.4019
2018.12.2,2.7003
2018.12.3,3.3631
2018.12.4,3.4403
2018.12.5,3.2024
2018.12.6,2.9654
2018.12.7,2.885
2018.12.8,2.3482
2018.12.9,2.6064
2018.12.10,3.2033
2018.12.11,3.1211
2018.12.12,2.9961
2018.12.13,3.0367
2018.12.14,2.7699
2018.12.15,2.3947
2018.12.16,2.7893
2018.12.17,3.2782
2018.12.18,3.1798
2018.12.19,2.9654
2018.12.20,2.9103
2018.12.21,2.6141
2018.12.22,2.3437
2018.12.23,2.4859
2018.12.24,2.6313
2018.12.25,2.5315
2018.12.26,3.1356
2018.12.27,2.6814
2018.12.28,2.5929
2018.12.29,2.3378
2018.12.30,2.6222
2018.12.31,2.5753
2019.1.1,2.4669
2019.1.2,3.094
2019.1.3,3.0629
2019.1.4,2.8773
2019.1.5,2.7094
2019.1.6,2.9324
2019.1.7,3.3857
2019.1.8,3.3148
2019.1.9,3.5085
2019.1.10,3.0688
2019.1.11,2.8778
2019.1.12,2.6173
2019.1.13,2.7888
2019.1.14,3.2819
2019.1.15,3.1541
2019.1.16,3.1428
2019.1.17,3.1613
2019.1.18,3.0791
2019.1.19,2.8001
2019.1.20,2.8349
2019.1.21,3.4006
2019.1.22,3.5388
2019.1.23,3.2674
2019.1.24,3.1306
2019.1.25,2.8678
2019.1.26,2.7211
2019.1.27,2.9261
2019.1.28,3.2922
2019.1.29,3.2015
2019.1.30,2.9852
2019.1.31,2.7961
2019.2.1,2.4651
2019.2.2,2.3026
2019.2.3,2.4412
2019.2.4,2.1148
2019.2.5,2.1134
2019.2.6,2.6385
2019.2.7,3.6182
2019.2.8,3.3518
2019.2.9,2.8936
2019.2.10,3.295
2019.2.11,3.6002
2019.2.12,3.4927
2019.2.13,3.3843
2019.2.14,3.281
2019.2.15,3.0462
2019.2.16,2.7125
2019.2.17,2.9518
2019.2.18,3.4543
2019.2.19,3.3419
2019.2.20,3.2534
2019.2.21,3.1582
2019.2.22,2.9762
2019.2.23,2.6073
2019.2.24,2.7667
2019.2.25,3.2354
2019.2.26,3.1898
2019.2.27,3.3121
2019.2.28,2.7292
2019.3.1,2.5076
2019.3.2,2.5504
2019.3.3,2.638
2019.3.4,2.9658
2019.3.5,3.1338
2019.3.6,3.2196
2019.3.7,3.1288
2019.3.8,2.7477
2019.3.9,2.7261
2019.3.10,2.9451
2019.3.11,3.3853
2019.3.12,3.2489
2019.3.13,3.1866
2019.3.14,3.1902
2019.3.15,2.7997
2019.3.16,2.5753
2019.3.17,2.7897
2019.3.18,3.3392
2019.3.19,3.1527
2019.3.20,3.2254
2019.3.21,3.1135
2019.3.22,2.9532
2019.3.23,2.5283
2019.3.24,2.8972
2019.3.25,3.5035
2019.3.26,3.3415
2019.3.27,3.2521
2019.3.28,2.9947
2019.3.29,2.8728
2019.3.30,2.6633
2019.3.31,2.8209
2019.4.1,3.2999
2019.4.2,3.1825
2019.4.3,3.1279
2019.4.4,3.0299
2019.4.5,2.7157
2019.4.6,2.462
2019.4.7,2.611
2019.4.8,3.1062
2019.4.9,3.0651
2019.4.10,3.1089
2019.4.11,2.9708
2019.4.12,2.7405
2019.4.13,2.4191
2019.4.14,2.6796
2019.4.15,3.0751
2019.4.16,2.9613
2019.4.17,2.8114
2019.4.18,2.7807
2019.4.19,2.5446
2019.4.20,2.382
2019.4.21,2.3486
2019.4.22,2.7938
2019.4.23,2.9726
2019.4.24,2.9207
2019.4.25,2.7559
2019.4.26,2.7947
2019.4.27,2.1694
2019.4.28,2.4949
2019.4.29,3.0832
2019.4.30,2.8137
2019.5.1,2.8421
2019.5.2,2.8101
2019.5.3,2.4773
2019.5.4,2.0628
2019.5.5,2.1599
2019.5.6,2.3613
2019.5.7,2.9031
2019.5.8,2.6222
2019.5.9,2.6421
2019.5.10,2.508
2019.5.11,2.168
2019.5.12,2.1843
2019.5.13,2.8557
2019.5.14,2.8358
2019.5.15,2.8994
2019.5.16,2.6755
2019.5.17,2.4967
2019.5.18,2.2696
2019.5.19,2.5504
2019.5.20,3.0223
2019.5.21,2.9369
2019.5.22,2.8367
2019.5.23,2.745
2019.5.24,2.5514
2019.5.25,2.2371
2019.5.26,2.3775
2019.5.27,2.9604
2019.5.28,3.0688
2019.5.29,3.0295
2019.5.30,2.8597
2019.5.31,2.5947
2019.6.1,2.4358
2019.6.2,2.536
2019.6.3,2.9013
2019.6.4,2.8895
2019.6.5,2.6358
2019.6.6,2.3834
2019.6.7,2.7292
2019.6.8,2.3098
2019.6.9,2.5577
2019.6.10,3.0376
2019.6.11,2.9572
2019.6.12,3.0525
2019.6.13,2.9478
2019.6.14,2.7708
2019.6.15,2.3473
2019.6.16,2.42
2019.6.17,3.1135
2019.6.18,2.9645
2019.6.19,2.8985
2019.6.20,2.8064
2019.6.21,2.6814
2019.6.22,2.2493
2019.6.23,2.4642
2019.6.24,3.0177
2019.6.25,2.9518
2019.6.26,2.8471
2019.6.27,2.7071
2019.6.28,2.5405
2019.6.29,2.294
2019.6.30,2.4236
2019.7.1,3.0773
2019.7.2,2.9861
2019.7.3,3.0326
2019.7.4,2.8155
2019.7.5,2.7319
2019.7.6,2.313
2019.7.7,2.4525
2019.7.8,3.0132
2019.7.9,2.8913
2019.7.10,2.9803
2019.7.11,3.029
2019.7.12,2.5969
2019.7.13,2.3974
2019.7.14,2.4376
2019.7.15,3.0006
2019.7.16,2.9378
2019.7.17,2.9753
2019.7.18,2.7915
2019.7.19,2.5951
2019.7.20,2.327
2019.7.21,2.5383
2019.7.22,2.8787
2019.7.23,2.8999
2019.7.24,2.9532
2019.7.25,2.7861
2019.7.26,2.5419
2019.7.27,2.1247
2019.7.28,2.3401
2019.7.29,2.6895
2019.7.30,2.6159
2019.7.31,2.5653
2019.8.1,2.4507
2019.8.2,2.3103
2019.8.3,2.1116
2019.8.4,2.2904
2019.8.5,2.8119
2019.8.6,2.6714
2019.8.7,2.7256
2019.8.8,2.685
2019.8.9,2.4827
2019.8.10,2.1875
2019.8.11,2.2714
2019.8.12,2.8575
2019.8.13,2.834
2019.8.14,2.5703
2019.8.15,2.3468
2019.8.16,2.5974
2019.8.17,2.4308
2019.8.18,2.6222
2019.8.19,2.941
2019.8.20,2.9089
2019.8.21,2.8538
2019.8.22,2.7988
2019.8.23,2.517
2019.8.24,2.1071
2019.8.25,2.4358
2019.8.26,2.9297
2019.8.27,3.0764
2019.8.28,2.8462
2019.8.29,2.7726
2019.8.30,2.6182
2019.8.31,2.336
2019.9.1,2.6222
2019.9.2,3.0444
2019.9.3,3.0074
2019.9.4,3.1139
2019.9.5,2.7405
2019.9.6,2.5748
2019.9.7,2.4994
2019.9.8,2.5523
2019.9.9,2.7193
2019.9.10,2.6502
2019.9.11,2.3843
2019.9.12,1.8484
2019.9.13,1.652
2019.9.14,1.9951
2019.9.15,2.513
2019.9.16,3.2606
2019.9.17,3.0719
2019.9.18,2.9536
2019.9.19,2.8091
2019.9.20,2.5581
2019.9.21,2.4109
2019.9.22,2.6394
2019.9.23,2.9216
2019.9.24,2.8687
2019.9.25,2.9238
2019.9.26,2.9229
2019.9.27,2.6006
2019.9.28,2.2818
2019.9.29,2.4886
2019.9.30,2.8927
2019.10.1,3.0873
2019.10.2,2.7812
2019.10.3,2.3947
2019.10.4,2.5464
2019.10.5,2.3003
2019.10.6,2.387
2019.10.7,2.9599
2019.10.8,2.7401
2019.10.9,2.5197
2019.10.10,2.7247
2019.10.11,2.5464
2019.10.12,2.3441
2019.10.13,2.6078
2019.10.14,2.9816
2019.10.15,2.834
2019.10.16,2.8611
2019.10.17,2.7459
2019.10.18,2.6313
2019.10.19,2.1965
2019.10.20,2.5405
2019.10.21,2.9306
2019.10.22,2.9893
2019.10.23,2.783
2019.10.24,2.6326
2019.10.25,2.5044
2019.10.26,2.0958
2019.10.27,2.331
2019.10.28,2.838
2019.10.29,2.6751
2019.10.30,2.7012
2019.10.31,2.5518
2019.11.1,2.55
2019.11.2,2.3667
2019.11.3,2.4547
2019.11.4,2.9171
2019.11.5,2.9807
2019.11.6,2.9532
2019.11.7,2.7229
2019.11.8,2.7211
2019.11.9,2.3152
2019.11.10,2.4529
2019.11.11,3.1035
2019.11.12,3.0724
2019.11.13,2.8891
2019.11.14,2.6737
2019.11.15,2.6209
2019.11.16,2.1938
2019.11.17,2.6665
2019.11.18,3.0358
2019.11.19,2.8376
2019.11.20,2.8462
2019.11.21,2.6705
2019.11.22,2.5902
2019.11.23,2.1726
2019.11.24,2.4195
2019.11.25,2.8882
2019.11.26,2.8484
2019.11.27,2.8855
2019.11.28,2.7446
2019.11.29,2.7053
2019.11.30,2.3667
2019.12.1,2.6985
2019.12.2,2.9577
2019.12.3,2.8647
2019.12.4,2.9839
2019.12.5,2.718
2019.12.6,2.3911
2019.12.7,2.2191
2019.12.8,2.3437
2019.12.9,2.8245
2019.12.10,2.7676
2019.12.11,2.9134
2019.12.12,2.7821
2019.12.13,2.6037
2019.12.14,2.3112
2019.12.15,2.4967
2019.12.16,2.9884
2019.12.17,3.0141
2019.12.18,2.8335
2019.12.19,2.5306
2019.12.20,2.4931
2019.12.21,2.2335
2019.12.22,2.4155
2019.12.23,2.8232
2019.12.24,2.3748
2019.12.25,2.2592
2019.12.26,2.6764
2019.12.27,2.4696
2019.12.28,2.3373
2019.12.29,2.5238
2019.12.30,2.7365
2019.12.31,2.3717
2020.1.1,2.1753
2020.1.2,2.7202
2020.1.3,2.6421
2020.1.4,2.5672
2020.1.5,2.7654
2020.1.6,3.048
2020.1.7,3.2268
2020.1.8,3.1798
2020.1.9,3.0525
2020.1.10,2.704
2020.1.11,2.4317
2020.1.12,2.8633
2020.1.13,2.9997
2020.1.14,3.0263
2020.1.15,2.9961
2020.1.16,2.8687
2020.1.17,2.5563
2020.1.18,2.4136
2020.1.19,2.7161
2020.1.20,2.7703
2020.1.21,2.6493
2020.1.22,2.517
2020.1.23,2.1947
2020.1.24,1.9247
2020.1.25,1.9635
2020.1.26,2.4362
2020.1.27,2.5902
2020.1.28,2.9952
2020.1.29,3.0832
2020.1.30,3.1284
2020.1.31,2.5942
2020.2.1,2.6466
2020.2.2,3.0304
2020.2.3,3.0922
2020.2.4,3.6372
2020.2.5,3.3216
2020.2.6,2.9171
2020.2.7,2.7441
2020.2.8,2.643
2020.2.9,2.7766
2020.2.10,3.1247
2020.2.11,3.2214
2020.2.12,3.4358
2020.2.13,3.1573
2020.2.14,2.7265
2020.2.15,2.6268
2020.2.16,2.9432
2020.2.17,3.1234
2020.2.18,3.0322
2020.2.19,2.9916
2020.2.20,2.8525
2020.2.21,2.4981
2020.2.22,2.4087
2020.2.23,2.3604
2020.2.24,2.5681
2020.2.25,2.7956
2020.2.26,2.6656
2020.2.27,2.7184
2020.2.28,2.5699
2020.2.29,2.4448
2020.3.1,2.6958
2020.3.2,2.7387
2020.3.3,2.7338
2020.3.4,2.9324
2020.3.5,2.7897
2020.3.6,2.6362
2020.3.7,2.7292
2020.3.8,2.6358
2020.3.9,2.7974
2020.3.10,2.8435
2020.3.11,2.7645
2020.3.12,2.7396
2020.3.13,2.485
2020.3.14,2.2638
2020.3.15,2.5906
2020.3.16,2.8033
2020.3.17,2.8706
2020.3.18,2.7094
2020.3.19,2.6403
2020.3.20,2.387
2020.3.21,2.3419
2020.3.22,2.4281
2020.3.23,2.6286
2020.3.24,2.6073
2020.3.25,2.4565
2020.3.26,2.5175
2020.3.27,2.4588
2020.3.28,2.3721
2020.3.29,2.429
2020.3.30,2.7487
2020.3.31,2.7256
2020.4.1,2.6841
2020.4.2,2.7965
2020.4.3,2.6818
2020.4.4,2.4173
2020.4.5,2.6064
2020.4.6,2.8155
2020.4.7,2.8245
2020.4.8,2.8426
2020.4.9,2.8715
2020.4.10,2.629
2020.4.11,2.4746
2020.4.12,2.7852
2020.4.13,2.8823
2020.4.14,2.8525
2020.4.15,2.5586
2020.4.16,2.8141
2020.4.17,2.7676
2020.4.18,2.7003
2020.4.19,2.8918
2020.4.20,3.0349
2020.4.21,2.997
2020.4.22,2.9103
2020.4.23,2.9121
2020.4.24,2.5974
2020.4.25,2.5216
2020.4.26,2.7342
2020.4.27,2.9112
2020.4.28,2.9419
2020.4.29,2.5076
2020.4.30,2.3852
2020.5.1,2.4236
2020.5.2,2.4746
2020.5.3,2.4909
2020.5.4,2.5762
2020.5.5,2.6204
2020.5.6,2.8638
2020.5.7,2.727
2020.5.8,2.5374
2020.5.9,2.4299
2020.5.10,2.4773
2020.5.11,3.1306
2020.5.12,3.1771
2020.5.13,3.1347
2020.5.14,2.9347
2020.5.15,2.955
2020.5.16,2.6398
2020.5.17,2.9735
2020.5.18,3.2196
2020.5.19,3.3595
2020.5.20,3.234
2020.5.21,3.0877
2020.5.22,2.9166
2020.5.23,2.6859
2020.5.24,2.918
2020.5.25,3.2493
2020.5.26,3.1491
2020.5.27,3.0096
2020.5.28,2.8403
2020.5.29,2.6006
2020.5.30,2.4258
2020.5.31,2.6547
2020.6.1,2.9884
2020.6.2,2.9035
2020.6.3,2.8516
2020.6.4,2.7414
2020.6.5,2.5419
2020.6.6,2.2796
2020.6.7,2.5717
2020.6.8,2.8575
2020.6.9,2.7441
2020.6.10,2.6809
2020.6.11,2.634
2020.6.12,2.5685
2020.6.13,2.3112
2020.6.14,2.6575
2020.6.15,2.9888
2020.6.16,2.7428
2020.6.17,2.8091
2020.6.18,2.6769
2020.6.19,2.6195
2020.6.20,2.3035
2020.6.21,2.4416
2020.6.22,2.6737
2020.6.23,2.718
2020.6.24,2.7852
2020.6.25,2.6335
2020.6.26,2.4317
2020.6.27,2.3206
2020.6.28,2.5012
2020.6.29,2.9134
2020.6.30,2.7238
2020.7.1,2.838
2020.7.2,2.6696
2020.7.3,2.5459
2020.7.4,2.3676
2020.7.5,2.5188
2020.7.6,2.7496
2020.7.7,2.7121
2020.7.8,2.6186
2020.7.9,2.5355
2020.7.10,2.3988
2020.7.11,2.3626
2020.7.12,2.6864
2020.7.13,2.8809
2020.7.14,3.0724
2020.7.15,2.9658
2020.7.16,2.6588
2020.7.17,2.4385
2020.7.18,2.1328
2020.7.19,2.3419
2020.7.20,2.7816
2020.7.21,2.8471
2020.7.22,2.8155
2020.7.23,2.7464
2020.7.24,2.4222
2020.7.25,2.2624
2020.7.26,2.3789
2020.7.27,2.7536
2020.7.28,2.7062
2020.7.29,2.7103
2020.7.30,2.569
2020.7.31,2.2407
2020.8.1,2.136
2020.8.2,2.4218
2020.8.3,2.4994
2020.8.4,2.5202
2020.8.5,2.6421
2020.8.6,2.5374
2020.8.7,2.4498
2020.8.8,2.3468
2020.8.9,2.4398
2020.8.10,2.6416
2020.8.11,2.6444
2020.8.12,2.7333
2020.8.13,2.4231
2020.8.14,2.1744
2020.8.15,1.9811
2020.8.16,2.1098
2020.8.17,2.3256
2020.8.18,2.4583
2020.8.19,2.5003
2020.8.20,2.4669
2020.8.21,2.4037
2020.8.22,2.3527
2020.8.23,2.5514
2020.8.24,2.4958
2020.8.25,2.6945
2020.8.26,2.8259
2020.8.27,2.8254
2020.8.28,2.4502
2020.8.29,2.6096
2020.8.30,2.6954
2020.8.31,2.8575
2020.9.1,2.9441
2020.9.2,3.1699
2020.9.3,2.9229
2020.9.4,3.1261
2020.9.5,3.2566
2020.9.6,3.3536
2020.9.7,3.6886
2020.9.8,4.1492
2020.9.9,3.4268
2020.9.10,5.2377
2020.9.11,3.7731
2020.9.12,3.5455
2020.9.13,4.0101
2020.9.14,4.1812
2020.9.15,4.0304
2020.9.16,4.2363
2020.9.17,4.2476
2020.9.18,3.6625
2020.9.19,3.1979
2020.9.20,3.3099
2020.9.21,3.9726
2020.9.22,4.0535
2020.9.23,3.983
2020.9.24,3.8769
2020.9.25,3.5658
2020.9.26,3.4123
2020.9.27,3.6896
2020.9.28,3.5004
2020.9.29,3.0304
2020.9.30,2.8096
2020.10.1,2.8326
2020.10.2,3.0439
2020.10.3,3.1807
2020.10.4,3.8557
2020.10.5,4.2792
2020.10.6,4.0869
2020.10.7,4.0255
2020.10.8,3.5825
2020.10.9,3.4778
2020.10.10,3.4078
2020.10.11,3.816
2020.10.12,4.2056
2020.10.13,4.0485
2020.10.14,3.9907
2020.10.15,3.7618
2020.10.16,3.4385
2020.10.17,3.2354
2020.10.18,3.5947
2020.10.19,3.9478
2020.10.20,4.0715
2020.10.21,3.9586
2020.10.22,3.9329
2020.10.23,3.4959
2020.10.24,3.2846
2020.10.25,3.4015
2020.10.26,3.8394
2020.10.27,4.0801
2020.10.28,3.7744
2020.10.29,3.8087
2020.10.30,3.3446
2020.10.31,2.9514
2020.11.1,3.6191
2020.11.2,4.0413
2020.11.3,4.0544
2020.11.4,3.778
2020.11.5,3.7564
2020.11.6,3.2796
2020.11.7,3.2101
2020.11.8,3.4796
2020.11.9,4.1794
2020.11.10,3.9329
2020.11.11,3.9893
2020.11.12,3.7812
2020.11.13,3.625
2020.11.14,5.678006172
2020.11.15,6.006822586
2020.11.16,6.137519836
2020.11.17,6.126395226
2020.11.18,5.708580017
2020.11.19,5.56768322
2020.11.20,5.3798666
2020.11.21,5.476382256
2020.11.22,5.947059631
2020.11.23,5.887248039
2020.11.24,5.579377174
2020.11.25,5.237531662
2020.11.26,4.946753502
2020.11.27,4.762572289
2020.11.28,4.771060944
2020.11.29,5.36090374
2020.11.30,5.497712135
2020.12.1,5.513255119
2020.12.2,5.292502403
2020.12.3,5.063300133
2020.12.4,5.081568718
2020.12.5,5.144571304
2020.12.6,5.391171455
2020.12.7,5.423669815
2020.12.8,5.127986908
2020.12.9,4.923530579
2020.12.10,4.862924576
2020.12.11,4.897422791
2020.12.12,4.919393539
