period,index
2020.7.25,26.7904
2020.7.26,27.3295
2020.7.27,39.7283
2020.7.28,39.5702
2020.7.29,39.1147
2020.7.30,36.5146
2020.7.31,30.9811
2020.8.1,25.0116
2020.8.2,25.2423
2020.8.3,33.9646
2020.8.4,34.5172
2020.8.5,35.1953
2020.8.6,35.3976
2020.8.7,33.5885
2020.8.8,26.0021
2020.8.9,26.3281
2020.8.10,37.6027
2020.8.11,37.2329
2020.8.12,36.9764
2020.8.13,34.7213
2020.8.14,30.5563
2020.8.15,22.9004
2020.8.16,22.5424
2020.8.17,31.0931
2020.8.18,36.3308
2020.8.19,37.2776
2020.8.20,35.8653
2020.8.21,33.3221
2020.8.22,25.8856
2020.8.23,27.1317
2020.8.24,38.7774
2020.8.25,38.5847
2020.8.26,38.7905
2020.8.27,40.0913
2020.8.28,35.3141
2020.8.29,28.0257
2020.8.30,29.8294
2020.8.31,39.8813
2020.9.1,41.3703
2020.9.2,43.0828
2020.9.3,44.1917
2020.9.4,40.3924
2020.9.5,33.0801
2020.9.6,37.209
2020.9.7,50.1667
2020.9.8,48.4989
2020.9.9,38.9513
2020.9.10,60.0782
2020.9.11,44.4359
2020.9.12,36.5773
2020.9.13,35.4987
2020.9.14,48.6244
2020.9.15,47.7711
2020.9.16,49.7766
2020.9.17,48.4149
2020.9.18,42.3663
2020.9.19,33.179
2020.9.20,34.2517
2020.9.21,47.0311
2020.9.22,46.5015
2020.9.23,45.4852
2020.9.24,42.8882
2020.9.25,37.1706
2020.9.26,29.6515
2020.9.27,32.0715
2020.9.28,38.1485
2020.9.29,31.6909
2020.9.30,24.3704
2020.10.1,21.5455
2020.10.2,24.4084
2020.10.3,27.2284
2020.10.4,33.2237
2020.10.5,48.1147
2020.10.6,47.9183
2020.10.7,46.3164
2020.10.8,41.95
2020.10.9,33.9551
2020.10.10,32.3803
2020.10.11,34.4558
2020.10.12,47.8776
2020.10.13,47.3273
2020.10.14,46.7345
2020.10.15,45.1046
2020.10.16,41.2606
2020.10.17,31.3726
2020.10.18,33.2449
2020.10.19,47.535
2020.10.20,48.1038
2020.10.21,47.5548
2020.10.22,45.7037
2020.10.23,41.2543
2020.10.24,31.1089
2020.10.25,33.0042
2020.10.26,47.2415
2020.10.27,47.1128
2020.10.28,46.6397
2020.10.29,44.7881
2020.10.30,39.7562
2020.10.31,30.7622
2020.11.1,35.3448
2020.11.2,45.9742
2020.11.3,47.1358
2020.11.4,45.8572
2020.11.5,44.2007
2020.11.6,39.7188
2020.11.7,30.666
2020.11.8,33.5086
2020.11.9,46.1837
2020.11.10,47.1038
2020.11.11,46.1683
2020.11.12,45.5976
2020.11.13,41.3225
2020.11.14,34.60615921
2020.11.15,33.34914017
2020.11.16,33.20280075
2020.11.17,33.80502701
2020.11.18,33.7618103
2020.11.19,34.61544037
2020.11.20,34.8590126
2020.11.21,34.05469131
2020.11.22,33.336689
2020.11.23,33.76395035
2020.11.24,34.79821777
2020.11.25,34.85942078
2020.11.26,35.38431168
2020.11.27,35.2280159
2020.11.28,33.89154434
2020.11.29,33.21108246
2020.11.30,33.56007004
2020.12.1,34.87985611
2020.12.2,35.52853012
2020.12.3,35.68909836
2020.12.4,35.06599045
2020.12.5,34.10707855
2020.12.6,34.19638443
2020.12.7,34.90464401
2020.12.8,36.18027115
2020.12.9,36.73284531
2020.12.10,36.67841721
2020.12.11,36.02002716
2020.12.12,34.78961182
