period,index
2018.5.21,12.7821
2018.5.22,13.3275
2018.5.23,11.5486
2018.5.24,12.4127
2018.5.25,10.8592
2018.5.26,12.229
2018.5.27,13.555
2018.5.28,11.7509
2018.5.29,11.4953
2018.5.30,11.8073
2018.5.31,11.6064
2018.6.1,11.2619
2018.6.2,12.6742
2018.6.3,13.1965
2018.6.4,11.0023
2018.6.5,10.237
2018.6.6,12.341
2018.6.7,9.5165
2018.6.8,9.3318
2018.6.9,12.485
2018.6.10,12.5635
2018.6.11,10.9739
2018.6.12,9.4672
2018.6.13,11.7789
2018.6.14,9.4817
2018.6.15,9.1259
2018.6.16,10.2605
2018.6.17,30.0253
2018.6.18,12.1292
2018.6.19,9.6898
2018.6.20,9.7363
2018.6.21,9.0158
2018.6.22,8.8726
2018.6.23,16.5619
2018.6.24,13.2385
2018.6.25,11.5599
2018.6.26,10.977
2018.6.27,10.1585
2018.6.28,9.4957
2018.6.29,9.4171
2018.6.30,11.0691
2018.7.1,11.5075
2018.7.2,9.2641
2018.7.3,9.0604
2018.7.4,8.6202
2018.7.5,8.8844
2018.7.6,9.0803
2018.7.7,9.474
2018.7.8,10.0916
2018.7.9,9.3205
2018.7.10,8.8216
2018.7.11,8.2663
2018.7.12,8.2518
2018.7.13,8.1037
2018.7.14,9.5914
2018.7.15,9.4876
2018.7.16,8.2703
2018.7.17,7.7037
2018.7.18,7.9557
2018.7.19,7.8306
2018.7.20,7.6076
2018.7.21,8.4017
2018.7.22,9.3065
2018.7.23,8.4532
2018.7.24,8.5539
2018.7.25,8.3137
2018.7.26,8.3494
2018.7.27,7.822
2018.7.28,8.264
2018.7.29,9.4564
2018.7.30,8.841
2018.7.31,9.3273
2018.8.1,9.3706
2018.8.2,8.8026
2018.8.3,8.799
2018.8.4,9.0546
2018.8.5,9.4808
2018.8.6,10.1761
2018.8.7,10.335
2018.8.8,10.0677
2018.8.9,9.614
2018.8.10,9.1525
2018.8.11,9.2451
2018.8.12,10.1634
2018.8.13,9.9846
2018.8.14,9.9535
2018.8.15,10.5395
2018.8.16,9.9034
2018.8.17,9.1729
2018.8.18,9.5508
2018.8.19,10.7341
2018.8.20,10.5264
2018.8.21,10.8294
2018.8.22,10.3373
2018.8.23,10.3698
2018.8.24,10.7833
2018.8.25,10.9287
2018.8.26,12.1166
2018.8.27,9.9585
2018.8.28,10.2217
2018.8.29,10.1842
2018.8.30,9.9914
2018.8.31,9.665
2018.9.1,10.8858
2018.9.2,11.8859
2018.9.3,10.6294
2018.9.4,10.935
2018.9.5,11.163
2018.9.6,10.7589
2018.9.7,10.1151
2018.9.8,11.498
2018.9.9,12.6854
2018.9.10,11.335
2018.9.11,11.8366
2018.9.12,11.349
2018.9.13,11.4574
2018.9.14,11.4664
2018.9.15,12.9175
2018.9.16,14.4873
2018.9.17,12.6444
2018.9.18,12.2917
2018.9.19,12.4493
2018.9.20,11.8114
2018.9.21,11.8218
2018.9.22,12.3337
2018.9.23,11.8651
2018.9.24,11.6493
2018.9.25,13.2466
2018.9.26,15.8526
2018.9.27,16.1827
2018.9.28,16.2098
2018.9.29,17.4802
2018.9.30,18.9065
2018.10.1,20.5711
2018.10.2,20.5463
2018.10.3,27.3263
2018.10.4,25.9488
2018.10.5,25.7659
2018.10.6,25.1948
2018.10.7,25.8874
2018.10.8,26.8996
2018.10.9,27.3114
2018.10.10,30.5883
2018.10.11,29.9774
2018.10.12,28.7747
2018.10.13,26.4879
2018.10.14,32.7491
2018.10.15,38.9002
2018.10.16,39.4293
2018.10.17,39.9706
2018.10.18,37.9706
2018.10.19,36.426
2018.10.20,32.8692
2018.10.21,39.0862
2018.10.22,51.6208
2018.10.23,47.5931
2018.10.24,43.0096
2018.10.25,34.7961
2018.10.26,30.9531
2018.10.27,27.5638
2018.10.28,29.572
2018.10.29,25.0187
2018.10.30,19.7038
2018.10.31,19.8492
2018.11.1,15.0178
2018.11.2,11.6299
2018.11.3,12.3577
2018.11.4,12.7477
2018.11.5,10.9296
2018.11.6,10.5761
2018.11.7,10.7161
2018.11.8,10.4519
2018.11.9,10.2835
2018.11.10,11.0298
2018.11.11,12.471
2018.11.12,10.5937
2018.11.13,10.0045
2018.11.14,9.7603
2018.11.15,9.9422
2018.11.16,9.1598
2018.11.17,10.4614
2018.11.18,12.1229
2018.11.19,10.5851
2018.11.20,10.5707
2018.11.21,10.4592
2018.11.22,10.4623
2018.11.23,9.9878
2018.11.24,11.238
2018.11.25,12.3396
2018.11.26,11.8362
2018.11.27,11.6181
2018.11.28,11.7229
2018.11.29,11.7075
2018.11.30,11.3689
2018.12.1,12.88
2018.12.2,13.923
2018.12.3,13.5835
2018.12.4,13.7961
2018.12.5,14.1144
2018.12.6,13.7686
2018.12.7,12.9676
2018.12.8,13.8354
2018.12.9,16.5452
2018.12.10,16.8734
2018.12.11,16.5488
2018.12.12,16.0734
2018.12.13,15.672
2018.12.14,15.1501
2018.12.15,15.5154
2018.12.16,17.6486
2018.12.17,19.1232
2018.12.18,18.5792
2018.12.19,16.8089
2018.12.20,14.8747
2018.12.21,12.3387
2018.12.22,12.4272
2018.12.23,13.1934
2018.12.24,12.3513
2018.12.25,13.2344
2018.12.26,9.4076
2018.12.27,8.1123
2018.12.28,7.5723
2018.12.29,8.9923
2018.12.30,10.1264
2018.12.31,8.032
2019.1.1,9.4365
2019.1.2,8.8762
2019.1.3,8.353
2019.1.4,8.3227
2019.1.5,8.9534
2019.1.6,9.0916
2019.1.7,8.8094
2019.1.8,8.6654
2019.1.9,8.8329
2019.1.10,8.4031
2019.1.11,7.4586
2019.1.12,7.7466
2019.1.13,8.0112
2019.1.14,8.4618
2019.1.15,8.4523
2019.1.16,8.311
2019.1.17,8.4324
2019.1.18,7.9999
2019.1.19,8.3227
2019.1.20,9.2379
2019.1.21,8.9742
2019.1.22,9.0595
2019.1.23,9.1413
2019.1.24,8.4198
2019.1.25,7.7692
2019.1.26,8.3421
2019.1.27,9.0067
2019.1.28,8.9665
2019.1.29,8.4591
2019.1.30,8.2618
2019.1.31,9.3115
2019.2.1,7.1583
2019.2.2,7.6924
2019.2.3,8.5832
2019.2.4,7.9737
2019.2.5,8.7977
2019.2.6,10.0135
2019.2.7,10.0506
2019.2.8,10.5102
2019.2.9,9.9052
2019.2.10,10.5052
2019.2.11,8.8997
2019.2.12,8.6013
2019.2.13,8.4383
2019.2.14,8.2166
2019.2.15,7.8139
2019.2.16,8.4496
2019.2.17,9.2799
2019.2.18,8.771
2019.2.19,8.0703
2019.2.20,8.2482
2019.2.21,8.2744
2019.2.22,7.911
2019.2.23,8.1087
2019.2.24,8.8212
2019.2.25,8.7164
2019.2.26,8.7629
2019.2.27,8.0807
2019.2.28,7.999
2019.3.1,8.0252
2019.3.2,8.1394
2019.3.3,8.3692
2019.3.4,6.505
2019.3.5,6.3131
2019.3.6,6.7759
2019.3.7,6.9439
2019.3.8,7.8961
2019.3.9,9.5255
2019.3.10,11.1255
2019.3.11,8.3295
2019.3.12,8.2857
2019.3.13,8.1277
2019.3.14,7.6324
2019.3.15,8.2207
2019.3.16,9.9011
2019.3.17,10.81
2019.3.18,8.7796
2019.3.19,8.7435
2019.3.20,9.2754
2019.3.21,9.7074
2019.3.22,8.446
2019.3.23,10.3264
2019.3.24,10.6095
2019.3.25,8.6812
2019.3.26,8.3733
2019.3.27,8.8564
2019.3.28,8.488
2019.3.29,7.6757
2019.3.30,9.6578
2019.3.31,9.8799
2019.4.1,8.7268
2019.4.2,8.1295
2019.4.3,8.5923
2019.4.4,8.7859
2019.4.5,8.2843
2019.4.6,9.7571
2019.4.7,10.0289
2019.4.8,8.8379
2019.4.9,8.604
2019.4.10,8.8442
2019.4.11,8.8744
2019.4.12,8.6645
2019.4.13,9.2076
2019.4.14,10.4163
2019.4.15,9.5241
2019.4.16,8.7417
2019.4.17,9.6492
2019.4.18,9.3255
2019.4.19,9.4609
2019.4.20,10.2018
2019.4.21,11.2502
2019.4.22,10.6244
2019.4.23,11.1725
2019.4.24,12.0674
2019.4.25,13.6345
2019.4.26,14.8964
2019.4.27,15.4251
2019.4.28,18.734
2019.4.29,17.273
2019.4.30,15.2287
2019.5.1,17.6563
2019.5.2,17.7416
2019.5.3,17.7245
2019.5.4,19.9752
2019.5.5,20.3201
2019.5.6,20.9517
2019.5.7,17.4035
2019.5.8,17.8306
2019.5.9,15.9095
2019.5.10,15.9998
2019.5.11,18.5345
2019.5.12,19.5377
2019.5.13,17.217
2019.5.14,15.7249
2019.5.15,15.793
2019.5.16,15.0643
2019.5.17,14.2489
2019.5.18,16.0486
2019.5.19,18.4947
2019.5.20,15.37
2019.5.21,14.3541
2019.5.22,14.2268
2019.5.23,13.383
2019.5.24,12.457
2019.5.25,14.1541
2019.5.26,14.6702
2019.5.27,12.8114
2019.5.28,12.2818
2019.5.29,12.252
2019.5.30,11.9269
2019.5.31,10.6289
2019.6.1,13.3189
2019.6.2,28.0595
2019.6.3,12.5143
2019.6.4,11.3405
2019.6.5,11.1459
2019.6.6,13.7144
2019.6.7,12.0592
2019.6.8,11.8809
2019.6.9,12.8019
2019.6.10,11.7798
2019.6.11,10.9802
2019.6.12,10.6637
2019.6.13,10.0239
2019.6.14,9.9101
2019.6.15,11.4529
2019.6.16,11.8746
2019.6.17,10.6921
2019.6.18,10.4036
2019.6.19,9.9097
2019.6.20,9.604
2019.6.21,9.3377
2019.6.22,10.8095
2019.6.23,11.615
2019.6.24,9.8862
2019.6.25,9.7264
2019.6.26,10.3431
2019.6.27,9.3557
2019.6.28,8.9119
2019.6.29,10.4804
2019.6.30,11.5053
2019.7.1,10.2108
2019.7.2,10.2424
2019.7.3,9.7196
2019.7.4,9.6763
2019.7.5,9.4731
2019.7.6,11.545
2019.7.7,12.9473
2019.7.8,11.6127
2019.7.9,11.4271
2019.7.10,10.6158
2019.7.11,10.307
2019.7.12,9.293
2019.7.13,10.4763
2019.7.14,11.9021
2019.7.15,9.8903
2019.7.16,9.2031
2019.7.17,8.9241
2019.7.18,8.548
2019.7.19,7.8306
2019.7.20,9.6031
2019.7.21,10.8289
2019.7.22,9.7286
2019.7.23,9.1051
2019.7.24,9.2708
2019.7.25,10.6637
2019.7.26,8.5476
2019.7.27,8.2049
2019.7.28,9.3693
2019.7.29,8.8925
2019.7.30,8.8054
2019.7.31,9.1363
2019.8.1,9.2474
2019.8.2,8.7977
2019.8.3,8.6306
2019.8.4,9.3133
2019.8.5,9.1413
2019.8.6,9.5079
2019.8.7,9.4352
2019.8.8,9.5481
2019.8.9,9.0744
2019.8.10,8.506
2019.8.11,9.2334
2019.8.12,9.5715
2019.8.13,9.3688
2019.8.14,8.8938
2019.8.15,9.8632
2019.8.16,8.5742
2019.8.17,9.1422
2019.8.18,9.6519
2019.8.19,9.4451
2019.8.20,9.8352
2019.8.21,9.9973
2019.8.22,9.9427
2019.8.23,8.9963
2019.8.24,9.9268
2019.8.25,10.7991
2019.8.26,10.167
2019.8.27,10.479
2019.8.28,11.0267
2019.8.29,10.0885
2019.8.30,9.6871
2019.8.31,10.4497
2019.9.1,11.5116
2019.9.2,11.4709
2019.9.3,11.4732
2019.9.4,11.6849
2019.9.5,11.4718
2019.9.6,10.6036
2019.9.7,13.6209
2019.9.8,13.3694
2019.9.9,12.0863
2019.9.10,12.0804
2019.9.11,10.7156
2019.9.12,10.9039
2019.9.13,10.824
2019.9.14,11.8272
2019.9.15,13.8115
2019.9.16,14.3772
2019.9.17,14.4815
2019.9.18,14.7167
2019.9.19,13.6579
2019.9.20,13.4191
2019.9.21,14.3573
2019.9.22,17.012
2019.9.23,16.7818
2019.9.24,17.7155
2019.9.25,17.6577
2019.9.26,17.603
2019.9.27,17.6432
2019.9.28,17.7642
2019.9.29,19.8126
2019.9.30,23.0823
2019.10.1,26.2423
2019.10.2,26.3863
2019.10.3,25.989
2019.10.4,26.6852
2019.10.5,24.4286
2019.10.6,26.943
2019.10.7,31.8466
2019.10.8,31.2632
2019.10.9,31.242
2019.10.10,33.3171
2019.10.11,32.4611
2019.10.12,29.9228
2019.10.13,34.4286
2019.10.14,41.8163
2019.10.15,43.3965
2019.10.16,43.4665
2019.10.17,44.0521
2019.10.18,41.6132
2019.10.19,36.6364
2019.10.20,43.699
2019.10.21,58.8997
2019.10.22,57.8261
2019.10.23,52.4498
2019.10.24,44.602
2019.10.25,39.9995
2019.10.26,37.1678
2019.10.27,41.4542
2019.10.28,42.103
2019.10.29,28.8789
2019.10.30,23.0381
2019.10.31,22.4529
2019.11.1,15.9064
2019.11.2,14.2092
2019.11.3,14.234
2019.11.4,12.1771
2019.11.5,11.0145
2019.11.6,10.4248
2019.11.7,10.307
2019.11.8,9.3819
2019.11.9,10.451
2019.11.10,11.8615
2019.11.11,11.4863
2019.11.12,10.9824
2019.11.13,11.2921
2019.11.14,10.4014
2019.11.15,9.5115
2019.11.16,10.2619
2019.11.17,12.1351
2019.11.18,11.5084
2019.11.19,11.3224
2019.11.20,11.145
2019.11.21,10.9879
2019.11.22,10.0898
2019.11.23,10.958
2019.11.24,13.0006
2019.11.25,12.9988
2019.11.26,13.1211
2019.11.27,13.6674
2019.11.28,14.0376
2019.11.29,12.4123
2019.11.30,13.1464
2019.12.1,15.891
2019.12.2,15.6707
2019.12.3,17.1127
2019.12.4,19.0785
2019.12.5,18.6401
2019.12.6,16.2937
2019.12.7,15.5853
2019.12.8,17.7489
2019.12.9,19.5169
2019.12.10,18.5837
2019.12.11,18.6789
2019.12.12,17.9204
2019.12.13,16.826
2019.12.14,15.7754
2019.12.15,19.1024
2019.12.16,21.5879
2019.12.17,21.0362
2019.12.18,19.7937
2019.12.19,18.5318
2019.12.20,15.7497
2019.12.21,14.058
2019.12.22,15.8892
2019.12.23,16.7389
2019.12.24,12.9767
2019.12.25,13.2448
2019.12.26,10.2894
2019.12.27,8.4008
2019.12.28,9.0663
2019.12.29,10.0772
2019.12.30,9.5643
2019.12.31,7.7173
2020.1.1,8.8979
2020.1.2,8.6961
2020.1.3,8.2731
2020.1.4,8.5277
2020.1.5,9.4862
2020.1.6,9.0216
2020.1.7,8.9358
2020.1.8,8.6952
2020.1.9,8.8767
2020.1.10,8.0527
2020.1.11,8.1968
2020.1.12,9.8334
2020.1.13,9.5232
2020.1.14,8.9999
2020.1.15,8.5733
2020.1.16,8.2559
2020.1.17,7.9204
2020.1.18,8.0726
2020.1.19,8.5349
2020.1.20,8.4026
2020.1.21,8.0356
2020.1.22,7.3922
2020.1.23,6.8455
2020.1.24,6.9723
2020.1.25,7.1552
2020.1.26,8.1475
2020.1.27,9.0753
2020.1.28,8.2004
2020.1.29,8.1046
2020.1.30,7.7349
2020.1.31,7.3213
2020.2.1,8.1006
2020.2.2,8.5561
2020.2.3,8.073
2020.2.4,8.6618
2020.2.5,8.2162
2020.2.6,8.0049
2020.2.7,7.4486
2020.2.8,8.1746
2020.2.9,8.6808
2020.2.10,8.2866
2020.2.11,8.241
2020.2.12,8.4022
2020.2.13,8.092
2020.2.14,7.1714
2020.2.15,7.5994
2020.2.16,8.1841
2020.2.17,7.7845
2020.2.18,7.9769
2020.2.19,7.6482
2020.2.20,7.5141
2020.2.21,7.0066
2020.2.22,7.6125
2020.2.23,7.9588
2020.2.24,8.0825
2020.2.25,9.065
2020.2.26,8.4618
2020.2.27,8.4446
2020.2.28,8.6184
2020.2.29,8.8257
2020.3.1,9.8614
2020.3.2,10.5811
2020.3.3,9.7697
2020.3.4,9.744
2020.3.5,9.7738
2020.3.6,9.39
2020.3.7,9.0939
2020.3.8,9.1354
2020.3.9,9.2672
2020.3.10,9.3033
2020.3.11,9.1191
2020.3.12,8.6627
2020.3.13,8.2148
2020.3.14,8.0496
2020.3.15,9.0866
2020.3.16,8.7002
2020.3.17,8.6257
2020.3.18,8.8993
2020.3.19,9.0112
2020.3.20,8.2509
2020.3.21,10.3061
2020.3.22,9.0085
2020.3.23,9.0288
2020.3.24,8.3042
2020.3.25,8.073
2020.3.26,8.1019
2020.3.27,7.9241
2020.3.28,7.6211
2020.3.29,8.2478
2020.3.30,8.4058
2020.3.31,9.9901
2020.4.1,8.4884
2020.4.2,8.7051
2020.4.3,8.2559
2020.4.4,9.0383
2020.4.5,9.4451
2020.4.6,9.051
2020.4.7,9.2131
2020.4.8,8.8492
2020.4.9,8.8523
2020.4.10,8.7999
2020.4.11,9.7237
2020.4.12,9.8004
2020.4.13,9.107
2020.4.14,8.869
2020.4.15,9.288
2020.4.16,8.6031
2020.4.17,8.8067
2020.4.18,8.6767
2020.4.19,9.879
2020.4.20,9.7869
2020.4.21,9.9034
2020.4.22,10.1517
2020.4.23,10.2524
2020.4.24,9.5909
2020.4.25,9.8718
2020.4.26,10.3829
2020.4.27,10.7657
2020.4.28,10.6542
2020.4.29,9.781
2020.4.30,9.4234
2020.5.1,9.1331
2020.5.2,9.4505
2020.5.3,13.5473
2020.5.4,10.8501
2020.5.5,12.1509
2020.5.6,10.2781
2020.5.7,9.3801
2020.5.8,8.6808
2020.5.9,9.4411
2020.5.10,10.0135
2020.5.11,9.4045
2020.5.12,8.7584
2020.5.13,8.6695
2020.5.14,8.6925
2020.5.15,8.4081
2020.5.16,8.7566
2020.5.17,8.7932
2020.5.18,9.7092
2020.5.19,9.4713
2020.5.20,8.7941
2020.5.21,9.2225
2020.5.22,9.0717
2020.5.23,8.8297
2020.5.24,9.6916
2020.5.25,9.2456
2020.5.26,9.1462
2020.5.27,8.7318
2020.5.28,8.7331
2020.5.29,8.6053
2020.5.30,8.6947
2020.5.31,9.3797
2020.6.1,9.0081
2020.6.2,9.2726
2020.6.3,8.5846
2020.6.4,9.004
2020.6.5,8.7304
2020.6.6,9.2126
2020.6.7,9.4009
2020.6.8,8.4821
2020.6.9,10.4217
2020.6.10,9.2893
2020.6.11,8.6794
2020.6.12,8.6975
2020.6.13,9.7765
2020.6.14,10.4727
2020.6.15,10.0366
2020.6.16,10.158
2020.6.17,10.2731
2020.6.18,9.4334
2020.6.19,9.8487
2020.6.20,9.3643
2020.6.21,9.8153
2020.6.22,9.4898
2020.6.23,9.0654
2020.6.24,9.6785
2020.6.25,9.5381
2020.6.26,9.0744
2020.6.27,9.2076
2020.6.28,9.912
2020.6.29,9.3629
2020.6.30,9.0293
2020.7.1,8.9589
2020.7.2,8.9024
2020.7.3,8.6076
2020.7.4,8.7471
2020.7.5,8.8451
2020.7.6,8.6374
2020.7.7,8.2496
2020.7.8,8.5837
2020.7.9,8.4812
2020.7.10,7.994
2020.7.11,8.2952
2020.7.12,9.2966
2020.7.13,9.4361
2020.7.14,9.2925
2020.7.15,9.1074
2020.7.16,7.8911
2020.7.17,8.0031
2020.7.18,8.0238
2020.7.19,8.804
2020.7.20,8.4049
2020.7.21,8.5015
2020.7.22,8.2622
2020.7.23,8.5512
2020.7.24,7.98
2020.7.25,8.2103
2020.7.26,8.432
2020.7.27,8.2767
2020.7.28,8.1742
2020.7.29,8.427
2020.7.30,8.0843
2020.7.31,8.1435
2020.8.1,8.3001
2020.8.2,8.9128
2020.8.3,9.2492
2020.8.4,8.8225
2020.8.5,9.0595
2020.8.6,8.9453
2020.8.7,8.6609
2020.8.8,8.5254
2020.8.9,8.9268
2020.8.10,8.8731
2020.8.11,8.9011
2020.8.12,8.4767
2020.8.13,8.2428
2020.8.14,7.6107
2020.8.15,7.8726
2020.8.16,7.9611
2020.8.17,8.3322
2020.8.18,8.297
2020.8.19,8.0992
2020.8.20,8.5173
2020.8.21,8.3882
2020.8.22,8.8957
2020.8.23,9.3471
2020.8.24,9.0501
2020.8.25,9.176
2020.8.26,9.7264
2020.8.27,9.6704
2020.8.28,8.9756
2020.8.29,9.3787
2020.8.30,9.8248
2020.8.31,9.7896
2020.9.1,9.8415
2020.9.2,10.4203
2020.9.3,10.7833
2020.9.4,11.1666
2020.9.5,12.2976
2020.9.6,13.434
2020.9.7,13.3225
2020.9.8,13.2606
2020.9.9,10.2695
2020.9.10,16.6644
2020.9.11,13.5252
2020.9.12,19.6614
2020.9.13,17.1511
2020.9.14,16.7186
2020.9.15,15.6364
2020.9.16,15.4856
2020.9.17,15.6648
2020.9.18,15.1551
2020.9.19,15.2318
2020.9.20,16.4052
2020.9.21,16.4463
2020.9.22,16.4152
2020.9.23,17.022
2020.9.24,16.9366
2020.9.25,16.2224
2020.9.26,17.3236
2020.9.27,19.041
2020.9.28,18.6776
2020.9.29,18.1855
2020.9.30,20.8551
2020.10.1,17.1105
2020.10.2,18.7074
2020.10.3,21.2858
2020.10.4,27.5597
2020.10.5,33.057
2020.10.6,36.9669
2020.10.7,37.8031
2020.10.8,37.5773
2020.10.9,34.56
2020.10.10,33.4634
2020.10.11,39.3178
2020.10.12,47.0658
2020.10.13,52.4945
2020.10.14,54.6589
2020.10.15,56.5678
2020.10.16,55.6544
2020.10.17,48.2342
2020.10.18,53.0462
2020.10.19,68.464
2020.10.20,73.8349
2020.10.21,76.0996
2020.10.22,72.3215
2020.10.23,71.7075
2020.10.24,60.0524
2020.10.25,69.4225
2020.10.26,91.8362
2020.10.27,76.822
2020.10.28,52.7658
2020.10.29,38.9291
2020.10.30,33.3378
2020.10.31,27.3638
2020.11.1,24.9429
2020.11.2,17.9584
2020.11.3,15.2792
2020.11.4,13.7099
2020.11.5,13.2579
2020.11.6,12.6611
2020.11.7,12.6335
2020.11.8,13.6959
2020.11.9,13.243
2020.11.10,12.8051
2020.11.11,12.657
2020.11.12,12.406
2020.11.13,11.9184
2020.11.14,18.19243431
2020.11.15,16.31904221
2020.11.16,14.18462276
2020.11.17,13.91779232
2020.11.18,13.4201479
2020.11.19,13.26974487
2020.11.20,13.28343201
2020.11.21,13.52580738
2020.11.22,13.37708473
2020.11.23,13.60995102
2020.11.24,15.13187504
2020.11.25,17.75066757
2020.11.26,22.01660919
2020.11.27,24.03629684
2020.11.28,20.61253929
2020.11.29,17.72257233
2020.11.30,17.23333549
2020.12.1,19.35671616
2020.12.2,27.37927818
2020.12.3,27.96814156
2020.12.4,28.35963821
2020.12.5,24.34222031
2020.12.6,21.39402008
2020.12.7,19.94013596
2020.12.8,19.91181946
2020.12.9,25.7545414
2020.12.10,30.9992981
2020.12.11,31.5612278
2020.12.12,24.97706413
